x2173_2174_2,0.0
x3096_3103_3,0.0
x4158_4163_1,0.0
x4890_4895_3,0.0
x2477_2482_1,0.0
x3884_3887_3,0.0
x2899_2902_1,0.0
x2652_2653_2,0.0
x1592_1594_3,0.0
x4707_4708_3,0.0
x5582_5588_0,0.0
x5582_5588_2,0.0
x516_522_2,0.0
x1824_1825_0,0.0
x1825_1826_0,0.0
x4584_4585_0,0.0
x1170_1175_0,0.0
x3842_3843_0,0.0
x2545_2546_0,0.0
x2810_2811_2,0.0
x4452_4459_2,0.0
x4035_4041_0,0.0
x1963_1965_1,0.0
x4350_4355_1,0.0
x1404_1411_2,0.0
x5612_5614_0,0.0
x878_879_3,0.0
x879_880_3,0.0
x1604_1606_2,0.0
x3300_3306_3,0.0
x492_499_0,0.0
x5568_5569_2,0.0
x2084_2086_0,0.0
x2274_2279_0,0.0
x2274_2279_1,0.0
x4860_4866_0,0.0
x632_635_1,0.0
x3084_3085_1,0.0
x216_217_0,0.0
x948_955_1,0.0
x955_957_1,0.0
x4995_4996_2,0.0
x1369_1370_1,0.0
x1369_1370_3,0.0
x2605_2606_2,0.0
x2661_2663_1,0.0
x3784_3785_2,0.0
x4622_4623_2,0.0
x1832_1834_1,0.0
x2405_2410_3,0.0
x4352_4355_3,0.0
x2725_2740_1,0.0
x2968_2969_1,0.0
x2641_2642_1,0.0
x2642_2643_1,0.0
x2310_2315_2,0.0
x440_442_0,0.0
x440_442_3,0.0
x5629_5644_0,0.0
x1083_1089_2,0.0
x864_871_0,0.0
x1509_1511_0,0.0
x3068_3070_1,0.0
x3067_3070_1,0.0
x5155_5158_2,0.0
x2452_2453_0,0.0
x2452_2453_3,0.0
x4356_4357_2,0.0
x2652_2658_3,0.0
x5556_5563_1,0.0
x1125_1127_2,0.0
x5778_5783_2,0.0
x3392_3394_2,0.0
x3159_3165_2,0.0
x2165_2166_0,0.0
x4959_4965_0,0.0
x408_415_1,0.0
x2076_2082_2,0.0
x5406_5411_2,0.0
x116_119_3,0.0
x5384_5387_3,0.0
x5748_5749_0,0.0
x5748_5755_0,0.0
x5172_5178_2,0.0
x2486_2492_0,0.0
x1417_1418_2,0.0
x1417_1432_2,0.0
x1274_1280_0,0.0
x1274_1280_1,0.0
x566_567_2,0.0
x712_713_3,0.0
x919_921_1,0.0
x3269_3274_2,0.0
x1178_1184_0,0.0
x92_95_0,0.0
x92_95_1,0.0
x5119_5122_0,0.0
x937_938_2,0.0
x5162_5168_2,0.0
x4573_4588_0,0.0
x4587_4588_0,0.0
x2130_2135_1,0.0
x1249_1264_1,0.0
x1249_1264_3,0.0
x3018_3023_1,0.0
x1445_1450_2,0.0
x5997_5999_2,0.0
x495_496_0,0.0
x495_496_3,0.0
x1801_1802_2,0.0
x3283_3285_3,0.0
x4116_4123_2,0.0
x3075_3076_1,0.0
x528_535_1,0.0
x4471_4474_2,0.0
x1884_1890_1,0.0
x5800_5801_1,0.0
x5801_5806_1,0.0
x5932_5933_0,0.0
x5932_5933_3,0.0
x4373_4374_2,0.0
x3712_3713_1,0.0
x1344_1345_0,0.0
x6103_6106_0,0.0
x2129_2134_3,0.0
x1525_1540_3,0.0
x104_106_2,0.0
x5258_5264_3,0.0
x5991_5992_3,0.0
x860_862_2,0.0
x3498_3503_1,0.0
x1208_1211_2,0.0
x3365_3366_2,0.0
x5943_5944_0,0.0
x5943_5944_3,0.0
x5328_5334_1,0.0
x4034_4035_1,0.0
x984_985_0,0.0
x984_985_1,0.0
x100_101_2,0.0
x5252_5254_1,0.0
x5312_5315_2,0.0
x2776_2777_3,0.0
x5401_5416_0,0.0
x5401_5416_2,0.0
x5165_5166_2,0.0
x5165_5166_3,0.0
x2981_2982_0,0.0
x543_544_3,0.0
x544_545_3,0.0
x2821_2822_1,0.0
x6024_6030_3,0.0
x855_861_0,0.0
x2713_2728_1,0.0
x2101_2116_2,0.0
x557_562_1,0.0
x3172_3173_1,0.0
x1212_1219_2,0.0
x1219_1222_2,0.0
x4394_4400_1,0.0
x4831_4833_3,0.0
x4491_4497_1,0.0
x4563_4569_3,0.0
x4760_4763_3,0.0
x6105_6107_0,0.0
x3243_3244_1,0.0
x3243_3244_3,0.0
x3440_3442_3,0.0
x2257_2258_0,0.0
x2258_2259_0,0.0
x397_412_1,0.0
x464_466_0,0.0
x5781_5783_3,0.0
x4708_4709_0,0.0
x4708_4709_2,0.0
x1552_1553_2,0.0
x2139_2140_1,0.0
x5964_5971_3,0.0
x2005_2006_3,0.0
x2898_2903_0,0.0
x524_526_1,0.0
x2616_2622_1,0.0
x4429_4444_2,0.0
x4429_4444_3,0.0
x2930_2931_0,0.0
x877_878_2,0.0
x3675_3681_1,0.0
x4580_4582_1,0.0
x4580_4582_2,0.0
x5067_5073_0,0.0
x5073_5075_0,0.0
x336_343_0,0.0
x336_343_3,0.0
x902_908_2,0.0
x326_332_0,0.0
x326_332_1,0.0
x636_642_1,0.0
x1502_1503_0,0.0
x1502_1508_0,0.0
x374_380_2,0.0
x2509_2510_0,0.0
x3242_3243_2,0.0
x5130_5135_2,0.0
x3153_3155_3,0.0
x5070_5075_0,0.0
x4975_4978_1,0.0
x3079_3082_3,0.0
x212_215_2,0.0
x830_831_3,0.0
x830_836_3,0.0
x775_778_1,0.0
x4551_4557_1,0.0
x5528_5530_1,0.0
x5527_5530_1,0.0
x5719_5722_3,0.0
x5106_5111_1,0.0
x5109_5111_1,0.0
x2436_2437_0,0.0
x1484_1487_2,0.0
x1854_1859_1,0.0
x4938_4943_0,0.0
x2574_2579_2,0.0
x2959_2961_0,0.0
x2959_2961_2,0.0
x2583_2589_1,0.0
x3569_3574_0,0.0
x5772_5773_3,0.0
x2025_2027_0,0.0
x3828_3835_2,0.0
x1664_1666_3,0.0
x5336_5338_3,0.0
x5335_5338_3,0.0
x1056_1063_3,0.0
x745_746_1,0.0
x3504_3505_3,0.0
x181_196_2,0.0
x4417_4418_1,0.0
x4417_4418_3,0.0
x5407_5409_2,0.0
x2640_2641_0,0.0
x2640_2641_2,0.0
x818_824_3,0.0
x3337_3352_0,0.0
x2817_2819_2,0.0
x5569_5584_1,0.0
x2510_2511_0,0.0
x420_421_1,0.0
x420_426_1,0.0
x3253_3254_3,0.0
x1584_1590_2,0.0
x428_430_0,0.0
x4165_4166_2,0.0
x4633_4648_0,0.0
x4633_4648_2,0.0
x973_988_1,0.0
x3249_3251_3,0.0
x5930_5931_3,0.0
x5931_5937_3,0.0
x1220_1222_0,0.0
x4872_4878_3,0.0
x4878_4883_3,0.0
x4623_4629_0,0.0
x144_145_2,0.0
x1657_1658_1,0.0
x3468_3469_3,0.0
x3469_3470_3,0.0
x1754_1760_0,0.0
x4561_4562_1,0.0
x1728_1734_3,0.0
x4885_4886_1,0.0
x5700_5707_3,0.0
x3284_3286_0,0.0
x3283_3286_0,0.0
x5862_5867_0,0.0
x1111_1113_2,0.0
x2514_2519_1,0.0
x4803_4804_0,0.0
x1553_1554_3,0.0
x1861_1876_2,0.0
x4364_4366_3,0.0
x3753_3755_2,0.0
x5737_5752_0,0.0
x4146_4151_3,0.0
x233_234_0,0.0
x234_239_0,0.0
x5366_5367_2,0.0
x4541_4546_3,0.0
x160_161_0,0.0
x160_161_2,0.0
x1099_1101_2,0.0
x5112_5113_0,0.0
x3355_3358_2,0.0
x3355_3358_3,0.0
x5580_5586_3,0.0
x5717_5718_1,0.0
x5717_5718_3,0.0
x4908_4909_2,0.0
x5516_5519_3,0.0
x327_328_3,0.0
x6055_6057_2,0.0
x2797_2812_1,0.0
x1816_1817_3,0.0
x2778_2783_1,0.0
x27_33_1,0.0
x5212_5213_3,0.0
x4581_4583_0,0.0
x1807_1810_0,0.0
x3091_3093_2,0.0
x3903_3904_2,0.0
x3303_3304_0,0.0
x888_889_3,0.0
x2337_2339_0,0.0
x4850_4856_0,0.0
x2715_2721_0,0.0
x51_52_1,0.0
x1503_1509_3,0.0
x3595_3597_1,0.0
x615_621_3,0.0
x4688_4690_0,0.0
x4688_4690_2,0.0
x5296_5297_0,0.0
x5296_5297_2,0.0
x3278_3284_1,0.0
x72_73_0,0.0
x1219_1221_3,0.0
x2837_2842_1,0.0
x2839_2842_1,0.0
x2472_2473_1,0.0
x4432_4433_0,0.0
x2573_2578_1,0.0
x3602_3608_1,0.0
x384_391_0,0.0
x4089_4091_0,0.0
x5030_5036_0,0.0
x5090_5091_2,0.0
x5090_5096_2,0.0
x2642_2643_0,0.0
x3041_3046_1,0.0
x4433_4438_3,0.0
x2512_2513_3,0.0
x4322_4328_0,0.0
x3102_3107_0,0.0
x3102_3107_1,0.0
x3288_3289_2,0.0
x1325_1330_2,0.0
x1784_1787_3,0.0
x1609_1610_0,0.0
x4015_4017_1,0.0
x1952_1955_1,0.0
x378_383_0,0.0
x1452_1459_2,0.0
x3031_3034_0,0.0
x4301_4302_0,0.0
x4123_4125_3,0.0
x4125_4127_3,0.0
x5643_5649_1,0.0
x5643_5649_2,0.0
x153_155_0,0.0
x2919_2920_1,0.0
x204_205_3,0.0
x3240_3246_2,0.0
x2861_2862_3,0.0
x1513_1528_1,0.0
x541_556_3,0.0
x522_527_0,0.0
x2390_2396_0,0.0
x4841_4846_0,0.0
x4841_4846_2,0.0
x2570_2576_0,0.0
x5018_5019_2,0.0
x5019_5020_2,0.0
x6024_6025_0,0.0
x2297_2298_3,0.0
x207_208_2,0.0
x1297_1312_1,0.0
x1297_1312_2,0.0
x4392_4399_3,0.0
x1913_1914_3,0.0
x2047_2050_1,0.0
x3386_3392_3,0.0
x3392_3394_3,0.0
x74_80_0,0.0
x4166_4172_1,0.0
x6135_6141_3,0.0
x583_586_2,0.0
x4397_4402_3,0.0
x4092_4093_1,0.0
x4056_4057_0,0.0
x2104_2105_0,0.0
x2104_2105_1,0.0
x5976_5977_2,0.0
x5402_5403_1,0.0
x759_760_0,0.0
x3356_3358_1,0.0
x6139_6142_2,0.0
x607_609_3,0.0
x2017_2018_0,0.0
x487_489_2,0.0
x6092_6094_1,0.0
x2376_2377_3,0.0
x5864_5867_2,0.0
x432_439_3,0.0
x4048_4049_1,0.0
x4048_4049_2,0.0
x5317_5318_3,0.0
x2955_2956_2,0.0
x5168_5170_3,0.0
x6135_6136_2,0.0
x689_690_1,0.0
x3832_3833_0,0.0
x4011_4012_1,0.0
x3986_3987_2,0.0
x2473_2474_2,0.0
x5792_5795_3,0.0
x2384_2387_3,0.0
x157_172_0,0.0
x4456_4457_1,0.0
x648_649_2,0.0
x861_863_2,0.0
x271_274_1,0.0
x3235_3237_1,0.0
x2212_2213_3,0.0
x3603_3609_2,0.0
x157_158_2,0.0
x5865_5867_3,0.0
x1732_1733_1,0.0
x1732_1733_3,0.0
x2316_2317_0,0.0
x2317_2318_0,0.0
x19_22_2,0.0
x2225_2226_1,0.0
x5196_5203_0,0.0
x5871_5877_1,0.0
x2707_2710_1,0.0
x2909_2914_1,0.0
x2909_2914_2,0.0
x1628_1630_2,0.0
x2678_2684_0,0.0
x4456_4457_0,0.0
x1106_1107_2,0.0
x2936_2938_0,0.0
